Apr 18 00:17:47.021 INFO SONY_PS2: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, path: dats/SONY_PS2/Sony - PlayStation 2 - BIOS Datfile (107) (2019-11-25).dat, platform_id: SONY_PS2
Apr 18 00:17:54.455 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [NES] (TOSEC-v2020-07-12_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Games - [NES] (TOSEC-v2020-07-12_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:54.763 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [NES] (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Demos - [NES] (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:54.774 INFO NINTENDO_NES: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Educational (TOSEC-v2011-02-22_CM).dat, path: dats/NINTENDO_NES/Nintendo Famicom & Entertainment System - Educational (TOSEC-v2011-02-22_CM).dat, platform_id: NINTENDO_NES
Apr 18 00:17:54.777 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDSStickRAW) (20210111-132854).dat, path: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDSStickRAW) (20210111-132854).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.793 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Games (TOSEC-v2018-03-08_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Games (TOSEC-v2018-03-08_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.821 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (QD) (20210111-132854).dat, path: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (QD) (20210111-132854).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.834 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDS) (20210111-132854).dat, path: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDS) (20210111-132854).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.845 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Coverdisks (TOSEC-v2018-03-08_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Coverdisks (TOSEC-v2018-03-08_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.846 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Educational (TOSEC-v2018-03-08_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Educational (TOSEC-v2018-03-08_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.846 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDSStickBIN) (20210111-132854).dat, path: dats/NINTENDO_FDS/Nintendo - Family Computer Disk System (FDSStickBIN) (20210111-132854).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.846 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Demos (TOSEC-v2018-03-08_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Demos (TOSEC-v2018-03-08_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.846 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Applications (TOSEC-v2018-03-08_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Applications (TOSEC-v2018-03-08_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.847 INFO NINTENDO_FDS: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Firmware (TOSEC-v2014-04-23_CM).dat, path: dats/NINTENDO_FDS/Nintendo Famicom Disk System - Firmware (TOSEC-v2014-04-23_CM).dat, platform_id: NINTENDO_FDS
Apr 18 00:17:54.948 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo_-_Wii_-_NKit_ISO_(3631)_(20210327_222429).dat, path: dats/NINTENDO_WII/Nintendo_-_Wii_-_NKit_ISO_(3631)_(20210327_222429).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.139 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo_-_Wii_-_NASOS_(3604)_(20200304_221125).dat, path: dats/NINTENDO_WII/Nintendo_-_Wii_-_NASOS_(3604)_(20200304_221125).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.250 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo - Wii (Digital) (WAD) (20210412-111704).dat, path: dats/NINTENDO_WII/Nintendo - Wii (Digital) (WAD) (20210412-111704).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.371 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo - Wii (Digital) (Split DLC) (WAD) (20190825-031431).dat, path: dats/NINTENDO_WII/Nintendo - Wii (Digital) (Split DLC) (WAD) (20190825-031431).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.612 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo_-_Wii_-_NKit_GCZ_(3631)_(20210327_221202).dat, path: dats/NINTENDO_WII/Nintendo_-_Wii_-_NKit_GCZ_(3631)_(20210327_221202).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.801 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo_-_Wii_-_nNASOS_(3604)_(20200304_222133).dat, path: dats/NINTENDO_WII/Nintendo_-_Wii_-_nNASOS_(3604)_(20200304_222133).dat, platform_id: NINTENDO_WII
Apr 18 00:17:55.947 INFO NINTENDO_WII: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3631) (2021-04-12 21-21-06).dat, path: dats/NINTENDO_WII/Nintendo - Wii - Datfile (3631) (2021-04-12 21-21-06).dat, platform_id: NINTENDO_WII
Apr 18 00:17:56.062 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Applications (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Applications (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.062 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Educational - [ISO] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Educational - [ISO] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.065 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Samplers - [ISO] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Samplers - [ISO] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.117 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Games - [ISO] (TOSEC-v2013-04-10_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Games - [ISO] (TOSEC-v2013-04-10_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.191 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Games - [IMG] (TOSEC-v2014-07-01_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Games - [IMG] (TOSEC-v2014-07-01_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.209 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Educational - [IMG] (TOSEC-v2013-04-10_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Educational - [IMG] (TOSEC-v2013-04-10_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.211 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - Firmware (TOSEC-v2020-07-12_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - Firmware (TOSEC-v2020-07-12_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.211 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - Applications (TOSEC-v2021-02-12_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - Applications (TOSEC-v2021-02-12_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.256 INFO SEGA_CD: dats/SEGA_CD/Sega - Mega CD & Sega CD - Datfile (534) (2021-04-09 19-06-16).dat, path: dats/SEGA_CD/Sega - Mega CD & Sega CD - Datfile (534) (2021-04-09 19-06-16).dat, platform_id: SEGA_CD
Apr 18 00:17:56.340 INFO SEGA_CD: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, path: dats/SEGA_CD/Sega Mega-CD & Sega CD - CD - Samplers - [IMG] (TOSEC-v2012-09-08_CM).dat, platform_id: SEGA_CD
Apr 18 00:17:56.347 INFO BANDAI_WSC: dats/BANDAI_WSC/OpenWSx.WSC.dat, path: dats/BANDAI_WSC/OpenWSx.WSC.dat, platform_id: BANDAI_WSC
Apr 18 00:17:56.354 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2020-10-26_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Games (TOSEC-v2020-10-26_CM).dat, platform_id: BANDAI_WSC
Apr 18 00:17:56.358 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WSC/Bandai WonderSwan Color - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WSC
Apr 18 00:17:56.360 INFO BANDAI_WSC: dats/BANDAI_WSC/Bandai - WonderSwan Color (20210416-022413).dat, path: dats/BANDAI_WSC/Bandai - WonderSwan Color (20210416-022413).dat, platform_id: BANDAI_WSC
Apr 18 00:17:56.363 INFO BANDAI_WS: dats/BANDAI_WS/Bandai WonderSwan - Demos (TOSEC-v2013-12-13_CM).dat, path: dats/BANDAI_WS/Bandai WonderSwan - Demos (TOSEC-v2013-12-13_CM).dat, platform_id: BANDAI_WS
Apr 18 00:17:56.366 INFO BANDAI_WS: dats/BANDAI_WS/Bandai WonderSwan - Games (TOSEC-v2020-10-26_CM).dat, path: dats/BANDAI_WS/Bandai WonderSwan - Games (TOSEC-v2020-10-26_CM).dat, platform_id: BANDAI_WS
Apr 18 00:17:56.378 INFO BANDAI_WS: dats/BANDAI_WS/OpenWSx.WS.dat, path: dats/BANDAI_WS/OpenWSx.WS.dat, platform_id: BANDAI_WS
Apr 18 00:17:56.383 INFO BANDAI_WS: dats/BANDAI_WS/Bandai - WonderSwan (20210416-045914).dat, path: dats/BANDAI_WS/Bandai - WonderSwan (20210416-045914).dat, platform_id: BANDAI_WS
Apr 18 00:17:56.412 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Games - PAL (TOSEC-v2019-08-04_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Games - PAL (TOSEC-v2019-08-04_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.440 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [CDI] (TOSEC-v2012-02-27_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [CDI] (TOSEC-v2012-02-27_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.441 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [BIN] (TOSEC-v2012-02-27_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [BIN] (TOSEC-v2012-02-27_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.466 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Games - US (TOSEC-v2020-01-24_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Games - US (TOSEC-v2020-01-24_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.501 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Samplers (TOSEC-v2020-07-20_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Samplers (TOSEC-v2020-07-20_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.513 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [Multipart] (TOSEC-v2012-02-27_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [Multipart] (TOSEC-v2012-02-27_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.581 INFO SEGA_DC: dats/SEGA_DC/Sega - Dreamcast - Datfile (1382) (2021-04-16 16-25-00).dat, path: dats/SEGA_DC/Sega - Dreamcast - Datfile (1382) (2021-04-16 16-25-00).dat, platform_id: SEGA_DC
Apr 18 00:17:56.709 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [NRG] (TOSEC-v2012-02-27_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [NRG] (TOSEC-v2012-02-27_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.712 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Applications (TOSEC-v2019-12-20_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Applications (TOSEC-v2019-12-20_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.716 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [ELF] (TOSEC-v2012-02-27_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Homebrew - Demos - [ELF] (TOSEC-v2012-02-27_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.721 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Various Unverified Dumps (TOSEC-v2020-07-20_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Various Unverified Dumps (TOSEC-v2020-07-20_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.726 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Firmware (TOSEC-v2017-07-05_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Firmware (TOSEC-v2017-07-05_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.730 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Games - [ISO] (TOSEC-v2019-05-10_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Games - [ISO] (TOSEC-v2019-05-10_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.768 INFO SEGA_DC: dats/SEGA_DC/Sega Dreamcast - Games - JP (TOSEC-v2020-04-14_CM).dat, path: dats/SEGA_DC/Sega Dreamcast - Games - JP (TOSEC-v2020-04-14_CM).dat, platform_id: SEGA_DC
Apr 18 00:17:56.813 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (496) (2021-04-17 01-26-17).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U - Datfile (496) (2021-04-17 01-26-17).dat, platform_id: NINTENDO_WIIU
Apr 18 00:17:56.875 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, path: dats/NINTENDO_WIIU/Nintendo - Wii U (Digital) (20191222-002825).dat, platform_id: NINTENDO_WIIU
Apr 18 00:17:57.021 INFO NINTENDO_WIIU: dats/NINTENDO_WIIU/Nintendo_-_Wii_U_-_WUX_(490)_(20210417_212604).dat, path: dats/NINTENDO_WIIU/Nintendo_-_Wii_U_-_WUX_(490)_(20210417_212604).dat, platform_id: NINTENDO_WIIU
Apr 18 00:17:57.121 INFO SONY_PS3: dats/SONY_PS3/Sony - PlayStation 3 (PSN) (Updates) (20210315-090823).dat, path: dats/SONY_PS3/Sony - PlayStation 3 (PSN) (Updates) (20210315-090823).dat, platform_id: SONY_PS3
Apr 18 00:17:57.656 INFO SONY_PS3: dats/SONY_PS3/Sony - PlayStation 3 (PSN) (Content) (20210407-200344).dat, path: dats/SONY_PS3/Sony - PlayStation 3 (PSN) (Content) (20210407-200344).dat, platform_id: SONY_PS3
Apr 18 00:17:58.433 INFO SONY_PS3: dats/SONY_PS3/Sony - PlayStation 3 - Datfile (3553) (2021-04-17 22-08-52).dat, path: dats/SONY_PS3/Sony - PlayStation 3 - Datfile (3553) (2021-04-17 22-08-52).dat, platform_id: SONY_PS3
Apr 18 00:17:58.555 INFO SONY_PS3: dats/SONY_PS3/WIP Sony - PlayStation 3 (PSN) (Decrypted) (20180429-070319).dat, path: dats/SONY_PS3/WIP Sony - PlayStation 3 (PSN) (Decrypted) (20180429-070319).dat, platform_id: SONY_PS3
Apr 18 00:17:58.570 INFO SNK_NGP: dats/SNK_NGP/OpenNGPx.NGP.dat, path: dats/SNK_NGP/OpenNGPx.NGP.dat, platform_id: SNK_NGP
Apr 18 00:17:58.571 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Games (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGP
Apr 18 00:17:58.572 INFO SNK_NGP: dats/SNK_NGP/SNK - Neo Geo Pocket (20201106-202832).dat, path: dats/SNK_NGP/SNK - Neo Geo Pocket (20201106-202832).dat, platform_id: SNK_NGP
Apr 18 00:17:58.572 INFO SNK_NGP: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGP/SNK Neo-Geo Pocket - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGP
Apr 18 00:17:58.607 INFO MICROSOFT_X360: dats/MICROSOFT_X360/Microsoft - Xbox 360 - Datfile (2559) (2021-04-17 23-53-23).dat, path: dats/MICROSOFT_X360/Microsoft - Xbox 360 - Datfile (2559) (2021-04-17 23-53-23).dat, platform_id: MICROSOFT_X360
Apr 18 00:17:58.689 INFO WATARA_SV: dats/WATARA_SV/OpenSV.dat, path: dats/WATARA_SV/OpenSV.dat, platform_id: WATARA_SV
Apr 18 00:17:58.691 INFO WATARA_SV: dats/WATARA_SV/Watara - Supervision (20200126-122631).dat, path: dats/WATARA_SV/Watara - Supervision (20200126-122631).dat, platform_id: WATARA_SV
Apr 18 00:17:58.705 INFO SNK_NGPC: dats/SNK_NGPC/OpenNGPx.NGC.dat, path: dats/SNK_NGPC/OpenNGPx.NGC.dat, platform_id: SNK_NGPC
Apr 18 00:17:58.720 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Games (TOSEC-v2020-07-12_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.729 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Demos (TOSEC-v2014-07-01_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.729 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Firmware (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.729 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Applications (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.730 INFO SNK_NGPC: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20210321-114236).dat, path: dats/SNK_NGPC/SNK - Neo Geo Pocket Color (20210321-114236).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.733 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Educational (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.733 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Multimedia (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:58.734 INFO SNK_NGPC: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, path: dats/SNK_NGPC/SNK Neo-Geo Pocket Color - Samplers (TOSEC-v2011-08-13_CM).dat, platform_id: SNK_NGPC
Apr 18 00:17:59.066 INFO SONY_PS4: dats/SONY_PS4/Sony - PlayStation 4 (PSN) (Content) (Merged) (20201012-131729).dat, path: dats/SONY_PS4/Sony - PlayStation 4 (PSN) (Content) (Merged) (20201012-131729).dat, platform_id: SONY_PS4
Apr 18 00:18:00.546 INFO SONY_PS4: dats/SONY_PS4/Sony - PlayStation 4 - Datfile (1360) (2021-04-17 22-14-36).dat, path: dats/SONY_PS4/Sony - PlayStation 4 - Datfile (1360) (2021-04-17 22-14-36).dat, platform_id: SONY_PS4
Apr 18 00:18:01.025 INFO SONY_PS4: dats/SONY_PS4/Sony - PlayStation 4 (PSN) (Updates) (Merged) (20201228-191509).dat, path: dats/SONY_PS4/Sony - PlayStation 4 (PSN) (Updates) (Merged) (20201228-191509).dat, platform_id: SONY_PS4
Apr 18 00:18:02.823 INFO MICROSOFT_XBO: dats/MICROSOFT_XBO/Microsoft - Xbox One - Datfile (373) (2021-04-16 01-03-38).dat, path: dats/MICROSOFT_XBO/Microsoft - Xbox One - Datfile (373) (2021-04-16 01-03-38).dat, platform_id: MICROSOFT_XBO
Apr 18 00:18:02.836 INFO SEGA_SMS: dats/SEGA_SMS/Sega - Master System - Mark III (20210409-053333).dat, path: dats/SEGA_SMS/Sega - Master System - Mark III (20210409-053333).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.851 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Firmware (TOSEC-v2017-10-22_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Firmware (TOSEC-v2017-10-22_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.852 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Educational (TOSEC-v2010-12-22_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Educational (TOSEC-v2010-12-22_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.890 INFO SEGA_SMS: dats/SEGA_SMS/OpenSMS.dat, path: dats/SEGA_SMS/OpenSMS.dat, platform_id: SEGA_SMS
Apr 18 00:18:02.928 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Demos (TOSEC-v2011-08-13_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Demos (TOSEC-v2011-08-13_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.930 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Samplers (TOSEC-v2011-06-20_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Samplers (TOSEC-v2011-06-20_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.930 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Applications (TOSEC-v2017-10-22_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Applications (TOSEC-v2017-10-22_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.947 INFO SEGA_SMS: dats/SEGA_SMS/Sega Mark III & Master System - Games (TOSEC-v2017-10-22_CM).dat, path: dats/SEGA_SMS/Sega Mark III & Master System - Games (TOSEC-v2017-10-22_CM).dat, platform_id: SEGA_SMS
Apr 18 00:18:02.972 INFO NEC_TGCD: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Educational (TOSEC-v2018-05-28_CM).dat, path: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Educational (TOSEC-v2018-05-28_CM).dat, platform_id: NEC_TGCD
Apr 18 00:18:03.051 INFO NEC_TGCD: dats/NEC_TGCD/NEC - PC Engine CD & TurboGrafx CD - Datfile (535) (2021-04-09 21-42-08).dat, path: dats/NEC_TGCD/NEC - PC Engine CD & TurboGrafx CD - Datfile (535) (2021-04-09 21-42-08).dat, platform_id: NEC_TGCD
Apr 18 00:18:03.181 INFO NEC_TGCD: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, path: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Homebrew - Games (TOSEC-v2012-07-22_CM).dat, platform_id: NEC_TGCD
Apr 18 00:18:03.182 INFO NEC_TGCD: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Compilations (TOSEC-v2019-04-18_CM).dat, path: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Compilations (TOSEC-v2019-04-18_CM).dat, platform_id: NEC_TGCD
Apr 18 00:18:03.182 INFO NEC_TGCD: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Applications (TOSEC-v2018-03-23_CM).dat, path: dats/NEC_TGCD/NEC PC-Engine CD & TurboGrafx-16 CD - Applications (TOSEC-v2018-03-23_CM).dat, platform_id: NEC_TGCD
Apr 18 00:18:03.188 INFO MATTEL_INT: dats/MATTEL_INT/OpenINTV.dat, path: dats/MATTEL_INT/OpenINTV.dat, platform_id: MATTEL_INT
Apr 18 00:18:03.195 INFO MATTEL_INT: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, path: dats/MATTEL_INT/Mattel - Intellivision (20190315-210619).dat, platform_id: MATTEL_INT
Apr 18 00:18:03.203 INFO SEGA_GEN: dats/SEGA_GEN/Sega Mega Drive & Genesis - Demos (TOSEC-v2021-02-12_CM).dat, path: dats/SEGA_GEN/Sega Mega Drive & Genesis - Demos (TOSEC-v2021-02-12_CM).dat, platform_id: SEGA_GEN
Apr 18 00:18:03.208 INFO SEGA_GEN: dats/SEGA_GEN/Sega Mega Drive & Genesis - Firmware (TOSEC-v2021-02-12_CM).dat, path: dats/SEGA_GEN/Sega Mega Drive & Genesis - Firmware (TOSEC-v2021-02-12_CM).dat, platform_id: SEGA_GEN
Apr 18 00:18:03.210 INFO SEGA_GEN: dats/SEGA_GEN/Sega Mega Drive & Genesis - Compilations (TOSEC-v2021-02-12_CM).dat, path: dats/SEGA_GEN/Sega Mega Drive & Genesis - Compilations (TOSEC-v2021-02-12_CM).dat, platform_id: SEGA_GEN
Apr 18 00:18:03.211 INFO SEGA_GEN: dats/SEGA_GEN/Sega Mega Drive & Genesis - Games - [Multipart] (TOSEC-v2019-09-01_CM).dat, path: dats/SEGA_GEN/Sega Mega Drive & Genesis - Games - [Multipart] (TOSEC-v2019-09-01_CM).dat, platform_id: SEGA_GEN
Apr 18 00:18:03.211 INFO SEGA_GEN: dats/SEGA_GEN/Sega Mega Drive & Genesis - Applications - [Multipart] (TOSEC-v2019-09-01_CM).dat, path: dats/SEGA_GEN/Sega Mega Drive & Genesis - Applications - [Multipart] (TOSEC-v2019-09-01_CM).dat, platform_id: SEGA_GEN
